famille,activitesprincipales,tailleentreprisesquirecrutent
Conseil en relations publics,"Développer l'activité auprès d'un portefeuille de clients et prospects,Conseiller ses clients et élaborer les stratégies et plans de communication,Concevoir et élaborer des programmes de relations publics pour le compte du client,Mettre en place les procédures d'évaluation des actions de communication menées pour le compte du client,Négocier les budgets avec les clients et suivre les indicateurs de performance,Etre force de proposition pour le développement d’activités nouvelles","[{'name': 'sans salariés', 'value': 10}, {'name': '1-9 salariés', 'value': 20}, {'name': '10-49 salariés', 'value': 9}, {'name': '50 salariés et plus', 'value': 10}, {'name': '250 salariés et plus', 'value': 5}, {'name': 'non renseigné', 'value': 11}]"
Conseil en relations publics,"Développer l'activité auprès d'un portefeuille de clients et prospects,Conseiller ses clients et élaborer les stratégies et plans de communication,Concevoir et élaborer des programmes de relations publics pour le compte du client,Mettre en place les procédures d'évaluation des actions de communication menées pour le compte du client,Négocier les budgets avec les clients et suivre les indicateurs de performance,Etre force de proposition pour le développement d’activités nouvelles","[{'name': 'sans salariés', 'value': 10}, {'name': '1-9 salariés', 'value': 20}, {'name': '10-49 salariés', 'value': 9}, {'name': '50 salariés et plus', 'value': 10}, {'name': '250 salariés et plus', 'value': 5}, {'name': 'non renseigné', 'value': 11}]"
Etudes Marketing et Opinion,"Elaborer la stratégie commerciale à adopter afin d'atteindre les objectifs fixés par la direction,Proposer des solutions et concevoir des projets d'études aux prospects et clients,Participer à l'élaboration des stratégies marketing du client et au développement de ses objectifs,Prendre en charge (commercial et production) directement les missions plus complexes et stratégiques,Assumer la responsabilité du bon déroulement des études,Encadrer les chargés d'études et chefs de groupe,Valider le travail et le rendu des équipes d'études aux clients,Optimiser une étude et sa valeur ajoutée pour le client,Gérer le partenariat avec les clients et la fidélisation (grands comptes)","[{'name': 'sans salariés', 'value': 7}, {'name': '1-9 salariés', 'value': 51}, {'name': '10-49 salariés', 'value': 12}, {'name': '50 salariés et plus', 'value': 9}, {'name': '250 salariés et plus', 'value': 16}, {'name': 'non renseigné', 'value': 15}]"
Etudes Marketing et Opinion,"Elaborer la stratégie commerciale à adopter afin d'atteindre les objectifs fixés par la direction,Proposer des solutions et concevoir des projets d'études aux prospects et clients,Participer à l'élaboration des stratégies marketing du client et au développement de ses objectifs,Prendre en charge (commercial et production) directement les missions plus complexes et stratégiques,Assumer la responsabilité du bon déroulement des études,Encadrer les chargés d'études et chefs de groupe,Valider le travail et le rendu des équipes d'études aux clients,Optimiser une étude et sa valeur ajoutée pour le client,Gérer le partenariat avec les clients et la fidélisation (grands comptes)","[{'name': 'sans salariés', 'value': 7}, {'name': '1-9 salariés', 'value': 51}, {'name': '10-49 salariés', 'value': 12}, {'name': '50 salariés et plus', 'value': 9}, {'name': '250 salariés et plus', 'value': 16}, {'name': 'non renseigné', 'value': 15}]"
Gouvernance,"Déterminer les objectifs, élaborer le Business Plan en lien avec la Direction Générale, et le décliner au sein de la ""Business Unit"",Prospecter, constituer et fidéliser un portefeuille client au niveau local,Gérer l'agence ou la ""Business Unit"" et en assurer le reporting (comptes de résultat, budget, trésorerie, rentabilité...),Assurer la rentabilité financière de la ""Business Unit"",Recruter et manager les commerciaux, consultants et employés de la ""Business Unit"",Réaliser une veille marché, mettre en place de nouvelles offres commerciales et faire évoluer les offres actuelles,Anticiper les risques (techniques, financiers, juridiques, contractuels, clients...) et mettre en place des actions préventives et évolutives afin de les gérer","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 93}, {'name': '10-49 salariés', 'value': 31}, {'name': '50 salariés et plus', 'value': 50}, {'name': '250 salariés et plus', 'value': 44}, {'name': 'non renseigné', 'value': 15}]"
Gouvernance,"Déterminer les objectifs, élaborer le Business Plan en lien avec la Direction Générale, et le décliner au sein de la ""Business Unit"",Prospecter, constituer et fidéliser un portefeuille client au niveau local,Gérer l'agence ou la ""Business Unit"" et en assurer le reporting (comptes de résultat, budget, trésorerie, rentabilité...),Assurer la rentabilité financière de la ""Business Unit"",Recruter et manager les commerciaux, consultants et employés de la ""Business Unit"",Réaliser une veille marché, mettre en place de nouvelles offres commerciales et faire évoluer les offres actuelles,Anticiper les risques (techniques, financiers, juridiques, contractuels, clients...) et mettre en place des actions préventives et évolutives afin de les gérer","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 93}, {'name': '10-49 salariés', 'value': 31}, {'name': '50 salariés et plus', 'value': 50}, {'name': '250 salariés et plus', 'value': 44}, {'name': 'non renseigné', 'value': 15}]"
Pilotage,"Définir la stratégie et la politique commerciale du centre de profit en accord avec les orientations stratégiques de l'entreprise,Piloter la réalisation des plans d'action et des projets ,Développer le portefeuille clients de l'unité,Assurer la gestion administrative, budgétaire et financière de son entité,Planifier, évaluer et optimiser les moyens techniques, organisationnels et humains,Manager ses équipes (entretiens annuels, formation, accompagnement...),Anticiper les risques (techniques, financiers, juridiques, contractuels, clients...) et mettre en place des actions préventives et évolutives afin de les gérer ,Assurer le reporting à la direction générale","[{'name': 'sans salariés', 'value': 5}, {'name': '1-9 salariés', 'value': 79}, {'name': '10-49 salariés', 'value': 64}, {'name': '50 salariés et plus', 'value': 92}, {'name': '250 salariés et plus', 'value': 79}, {'name': 'non renseigné', 'value': 18}]"
Préparation de l'Evénement,"Etudier le besoin du client,Dessiner des plans de structures et stand (en 2D, des vues en 3D, mise en couleur...),Créer le dossier/plan de réalisation ,Suivre la fabrication et le montage des stands et espaces projetés,Créer des signalétiques,Tenir à jour les bibliothèques et plans des différents sites et matériels","[{'name': '1-9 salariés', 'value': 4}, {'name': '10-49 salariés', 'value': 1}, {'name': 'non renseigné', 'value': 1}]"
Préparation de l'Evénement,"Etudier le besoin du client,Dessiner des plans de structures et stand (en 2D, des vues en 3D, mise en couleur...),Créer le dossier/plan de réalisation ,Suivre la fabrication et le montage des stands et espaces projetés,Créer des signalétiques,Tenir à jour les bibliothèques et plans des différents sites et matériels","[{'name': '1-9 salariés', 'value': 4}, {'name': '10-49 salariés', 'value': 1}, {'name': 'non renseigné', 'value': 1}]"
Pilotage,"Définir la stratégie et la politique commerciale du centre de profit en accord avec les orientations stratégiques de l'entreprise,Piloter la réalisation des plans d'action et des projets ,Développer le portefeuille clients de l'unité,Assurer la gestion administrative, budgétaire et financière de son entité,Planifier, évaluer et optimiser les moyens techniques, organisationnels et humains,Manager ses équipes (entretiens annuels, formation, accompagnement...),Anticiper les risques (techniques, financiers, juridiques, contractuels, clients...) et mettre en place des actions préventives et évolutives afin de les gérer ,Assurer le reporting à la direction générale","[{'name': 'sans salariés', 'value': 5}, {'name': '1-9 salariés', 'value': 79}, {'name': '10-49 salariés', 'value': 64}, {'name': '50 salariés et plus', 'value': 92}, {'name': '250 salariés et plus', 'value': 79}, {'name': 'non renseigné', 'value': 18}]"
Etudes Marketing et Opinion,"Diriger le centre de profits,Encadrer et gérer le personnel rattaché,Fixer les objectifs des directeurs d'études,Animer, gérer et coordonner l’activité commerciale de ses équipes pour atteindre les objectifs fixés,Assurer la rentabilité des études,Participer à la définition ou définir la stratégie de développement des activités du département,Prendre en charge des projets transversaux","[{'name': 'sans salariés', 'value': 9}, {'name': '1-9 salariés', 'value': 11}, {'name': '10-49 salariés', 'value': 4}, {'name': '50 salariés et plus', 'value': 5}, {'name': '250 salariés et plus', 'value': 1}, {'name': 'non renseigné', 'value': 7}]"
Etudes Marketing et Opinion,"Diriger le centre de profits,Encadrer et gérer le personnel rattaché,Fixer les objectifs des directeurs d'études,Animer, gérer et coordonner l’activité commerciale de ses équipes pour atteindre les objectifs fixés,Assurer la rentabilité des études,Participer à la définition ou définir la stratégie de développement des activités du département,Prendre en charge des projets transversaux","[{'name': 'sans salariés', 'value': 9}, {'name': '1-9 salariés', 'value': 11}, {'name': '10-49 salariés', 'value': 4}, {'name': '50 salariés et plus', 'value': 5}, {'name': '250 salariés et plus', 'value': 1}, {'name': 'non renseigné', 'value': 7}]"
Conseil en relations publics,"Assurer l'atteinte des objectifs qualitatifs (satisfaction client) et financiers (CA et rentabilité),Coordonner l'activité des Directeurs Conseil au sein de son pôle,Piloter, coordonner les équipes de Consultants en Relations Publics, experts dans les différents domaines d’intervention de l’agence,Développer et promouvoir l'expertise de l'agence sur un métier ou sur un secteur,Conduire les activités de développement commercial du pôle (prospection, réponse à consultation, fidélisation, élaboration d'offres, prise en charge des consultations...),Accompagner les collaborateurs de l'agence dans l'évolution de leurs missions et de leurs responsabilités,Conduire les entretiens annuels d'évaluation (définition d'objectifs, bilans annuels…),Conseiller, accompagner ses clients et ses équipes par des préconisations en s'appuyant sur son expertise,Evaluer l'efficacité des actions de communication et le retour sur investissement pour le client","[{'name': 'sans salariés', 'value': 27}, {'name': '1-9 salariés', 'value': 175}, {'name': '10-49 salariés', 'value': 24}, {'name': '50 salariés et plus', 'value': 47}, {'name': '250 salariés et plus', 'value': 14}, {'name': 'non renseigné', 'value': 57}]"
Conseil en relations publics,"Assurer l'atteinte des objectifs qualitatifs (satisfaction client) et financiers (CA et rentabilité),Coordonner l'activité des Directeurs Conseil au sein de son pôle,Piloter, coordonner les équipes de Consultants en Relations Publics, experts dans les différents domaines d’intervention de l’agence,Développer et promouvoir l'expertise de l'agence sur un métier ou sur un secteur,Conduire les activités de développement commercial du pôle (prospection, réponse à consultation, fidélisation, élaboration d'offres, prise en charge des consultations...),Accompagner les collaborateurs de l'agence dans l'évolution de leurs missions et de leurs responsabilités,Conduire les entretiens annuels d'évaluation (définition d'objectifs, bilans annuels…),Conseiller, accompagner ses clients et ses équipes par des préconisations en s'appuyant sur son expertise,Evaluer l'efficacité des actions de communication et le retour sur investissement pour le client","[{'name': 'sans salariés', 'value': 27}, {'name': '1-9 salariés', 'value': 175}, {'name': '10-49 salariés', 'value': 24}, {'name': '50 salariés et plus', 'value': 47}, {'name': '250 salariés et plus', 'value': 14}, {'name': 'non renseigné', 'value': 57}]"
Pilotage,"Analyser le besoin du client (interne ou externe) et l'assister dans l'élaboration du cahier de charges du projet ,Etablir et négocier le plan de réalisation du projet (calendrier, moyens nécessaires, temps de réalisation des différentes étapes du projet...),Déterminer le budget et définir et optimiser les ressources nécessaires (humaines, techniques, financières...) à la réalisation du projet ,Coordonner l'activité des acteurs concernés par le projet (fournisseurs, sous-traitants...),Constituer, animer et encadrer l'équipe de projet ,Contrôler et suivre le déroulement du projet et le respect du contrat en termes de délai, budget, qualité, sécurité et profitabilité,Participer à la définition et la mise en oeuvre du plan de changement (formation, communication, assistance...) afin de diffuser les nouvelles pratiques et aboutir aux résultats escomptés pour le projet ,Intervenir en cas de problèmes ou d'aléas techniques majeurs,Etablir les reportings,Gérer et anticiper les risques","[{'name': 'sans salariés', 'value': 5}, {'name': '1-9 salariés', 'value': 20}, {'name': '10-49 salariés', 'value': 46}, {'name': '50 salariés et plus', 'value': 35}, {'name': '250 salariés et plus', 'value': 52}, {'name': 'non renseigné', 'value': 13}]"
Pilotage,"Analyser le besoin du client (interne ou externe) et l'assister dans l'élaboration du cahier de charges du projet ,Etablir et négocier le plan de réalisation du projet (calendrier, moyens nécessaires, temps de réalisation des différentes étapes du projet...),Déterminer le budget et définir et optimiser les ressources nécessaires (humaines, techniques, financières...) à la réalisation du projet ,Coordonner l'activité des acteurs concernés par le projet (fournisseurs, sous-traitants...),Constituer, animer et encadrer l'équipe de projet ,Contrôler et suivre le déroulement du projet et le respect du contrat en termes de délai, budget, qualité, sécurité et profitabilité,Participer à la définition et la mise en oeuvre du plan de changement (formation, communication, assistance...) afin de diffuser les nouvelles pratiques et aboutir aux résultats escomptés pour le projet ,Intervenir en cas de problèmes ou d'aléas techniques majeurs,Etablir les reportings,Gérer et anticiper les risques","[{'name': 'sans salariés', 'value': 5}, {'name': '1-9 salariés', 'value': 20}, {'name': '10-49 salariés', 'value': 46}, {'name': '50 salariés et plus', 'value': 35}, {'name': '250 salariés et plus', 'value': 52}, {'name': 'non renseigné', 'value': 13}]"
Pilotage opérationnel,"Assurer le pilotage d'un ou plusieurs projets (coûts, délai, qualité et risques),Arbitrer les affectations entre les différents projets,Déployer la stratégie industrielle de l'entreprise sur les projets,Déployer la démarche qualité sur les projets de l'entreprise (formation, procédures, etc.),Gérer le département ""projet"" (budget, reporting, etc.),Conseiller et assister les chefs de projets,Participer aux recrutements de l’équipe,Comprendre, recueillir et analyser les besoins des clients,Superviser la conception et la réalisation de projets,Négocier et rédiger les documents contractuels","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 60}, {'name': '10-49 salariés', 'value': 62}, {'name': '50 salariés et plus', 'value': 99}, {'name': '250 salariés et plus', 'value': 142}, {'name': 'non renseigné', 'value': 55}]"
Mise en œuvre / Réalisation,"Organiser la phase travaux d'un projet, et assurer la planification de toutes les opérations de suivi, de contrôle, de réception en liaison avec les équipes du client, les entreprises et autres intervenants participant aux travaux,Définir les rôles, responsabilités, les temps alloués et les objectifs de l'équipe d'ingénieurs, techniciens, économiste, planificateur, qui participent aux missions liées à l'exécution des travaux,Etablir les règles de coordination, communication et application des dispositions contractuelles et règlementaires, notamment le visa et le suivi des documents liés au contrôle technique et à la gestion des marchés travaux,Emettre les ordres de service nécessaires à l'avancement des travaux,Assurer le suivi du traitement des incidents et litiges,Etablir le reporting nécessaire auprès du Chef de projet afin de permettre la rédaction éventuelle des avenants au contrat","[{'name': 'sans salariés', 'value': 2}, {'name': '1-9 salariés', 'value': 48}, {'name': '10-49 salariés', 'value': 38}, {'name': '50 salariés et plus', 'value': 54}, {'name': '250 salariés et plus', 'value': 46}, {'name': 'non renseigné', 'value': 13}]"
Pilotage opérationnel,"Assurer le pilotage d'un ou plusieurs projets (coûts, délai, qualité et risques),Arbitrer les affectations entre les différents projets,Déployer la stratégie industrielle de l'entreprise sur les projets,Déployer la démarche qualité sur les projets de l'entreprise (formation, procédures, etc.),Gérer le département ""projet"" (budget, reporting, etc.),Conseiller et assister les chefs de projets,Participer aux recrutements de l’équipe,Comprendre, recueillir et analyser les besoins des clients,Superviser la conception et la réalisation de projets,Négocier et rédiger les documents contractuels","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 60}, {'name': '10-49 salariés', 'value': 62}, {'name': '50 salariés et plus', 'value': 99}, {'name': '250 salariés et plus', 'value': 142}, {'name': 'non renseigné', 'value': 55}]"
Mise en œuvre / Réalisation,"Organiser la phase travaux d'un projet, et assurer la planification de toutes les opérations de suivi, de contrôle, de réception en liaison avec les équipes du client, les entreprises et autres intervenants participant aux travaux,Définir les rôles, responsabilités, les temps alloués et les objectifs de l'équipe d'ingénieurs, techniciens, économiste, planificateur, qui participent aux missions liées à l'exécution des travaux,Etablir les règles de coordination, communication et application des dispositions contractuelles et règlementaires, notamment le visa et le suivi des documents liés au contrôle technique et à la gestion des marchés travaux,Emettre les ordres de service nécessaires à l'avancement des travaux,Assurer le suivi du traitement des incidents et litiges,Etablir le reporting nécessaire auprès du Chef de projet afin de permettre la rédaction éventuelle des avenants au contrat","[{'name': 'sans salariés', 'value': 2}, {'name': '1-9 salariés', 'value': 48}, {'name': '10-49 salariés', 'value': 38}, {'name': '50 salariés et plus', 'value': 54}, {'name': '250 salariés et plus', 'value': 46}, {'name': 'non renseigné', 'value': 13}]"
Gestion et Coordination de l'Evénement,"Piloter les équipes de production,Assurer le développement du chiffre d'affaire lié aux prestations,Faire l'interface entre la direction commerciale et la production,Participer à l'élaboration de la démarche qualité,Veiller à la bonne application du cahier des charges,Participer à l'élaboration des objectifs et suivi de l'évolution de l'activité de vente,Participer au développement de la gamme des prestations en lien avec les directions marketing et commerciale,Elaborer et gérer un budget","[{'name': '1-9 salariés', 'value': 2}, {'name': '10-49 salariés', 'value': 1}, {'name': '50 salariés et plus', 'value': 1}, {'name': '250 salariés et plus', 'value': 1}, {'name': 'non renseigné', 'value': 1}]"
Gestion et Coordination de l'Evénement,"Piloter les équipes de production,Assurer le développement du chiffre d'affaire lié aux prestations,Faire l'interface entre la direction commerciale et la production,Participer à l'élaboration de la démarche qualité,Veiller à la bonne application du cahier des charges,Participer à l'élaboration des objectifs et suivi de l'évolution de l'activité de vente,Participer au développement de la gamme des prestations en lien avec les directions marketing et commerciale,Elaborer et gérer un budget","[{'name': '1-9 salariés', 'value': 2}, {'name': '10-49 salariés', 'value': 1}, {'name': '50 salariés et plus', 'value': 1}, {'name': '250 salariés et plus', 'value': 1}, {'name': 'non renseigné', 'value': 1}]"
Système d'Information,"Définir avec la direction générale la stratégie informatique de l'entreprise en accord avec sa stratégie générale. ,Évaluer les besoins des utilisateurs et les traduire en solutions techniques,Piloter des projets d’acquisitions en matériels et logiciels informatiques et prestations,Définir, adapter et mettre en œuvre des processus, procédures et protocoles informatiques afin d'optimiser l'organisation des flux informatiques au sein de l'entreprise,Élaborer des outils et des méthodes destinées à assurer la fiabilité, la sécurité, la confidentialité et l’intégrité des systèmes d’information,Gérer, coordonner et animer des activités ou des projets transversaux informatiques, en relation avec d’autres services,Établir, suivre et maîtriser des contrats d'externalisation et de sous-traitance informatique,Diriger et encadrer l’équipe informatique,Déterminer, évaluer et gérer le budget nécessaire au déploiement de la politique informatique ,Assurer la veille juridique, technologique et fonctionnelle sur les marchés et produits informatiques. Anticiper les changements et conseiller la direction.","[{'name': 'sans salariés', 'value': 21}, {'name': '1-9 salariés', 'value': 141}, {'name': '10-49 salariés', 'value': 56}, {'name': '50 salariés et plus', 'value': 75}, {'name': '250 salariés et plus', 'value': 89}, {'name': 'non renseigné', 'value': 37}]"
Système d'Information,"Définir avec la direction générale la stratégie informatique de l'entreprise en accord avec sa stratégie générale. ,Évaluer les besoins des utilisateurs et les traduire en solutions techniques,Piloter des projets d’acquisitions en matériels et logiciels informatiques et prestations,Définir, adapter et mettre en œuvre des processus, procédures et protocoles informatiques afin d'optimiser l'organisation des flux informatiques au sein de l'entreprise,Élaborer des outils et des méthodes destinées à assurer la fiabilité, la sécurité, la confidentialité et l’intégrité des systèmes d’information,Gérer, coordonner et animer des activités ou des projets transversaux informatiques, en relation avec d’autres services,Établir, suivre et maîtriser des contrats d'externalisation et de sous-traitance informatique,Diriger et encadrer l’équipe informatique,Déterminer, évaluer et gérer le budget nécessaire au déploiement de la politique informatique ,Assurer la veille juridique, technologique et fonctionnelle sur les marchés et produits informatiques. Anticiper les changements et conseiller la direction.","[{'name': 'sans salariés', 'value': 21}, {'name': '1-9 salariés', 'value': 141}, {'name': '10-49 salariés', 'value': 56}, {'name': '50 salariés et plus', 'value': 75}, {'name': '250 salariés et plus', 'value': 89}, {'name': 'non renseigné', 'value': 37}]"
Coordination Projets,"Recueillir des données et effectuer des études écologiques (études d'impact, diagnostics, inventaires, évaluation des incidences, prospection terrain…) afin de vérifier la compatibilité du projet avec les objectifs de conservation de l'environnement,Définir et déployer les politiques et procédures permettant d'intégrer l'ouvrage dans son environnement tout en minimisant son impact sur l'environnement,Veiller, dès la phase de conception, au respect des cadres légaux et réglementaires liés aux aspects écologiques et environnementaux ,Sensibiliser, former et conseiller les différents acteurs du projet sur la maîtrise de l'impact de leurs activités sur l'environnement (plans d'aménagement, entretien des services éco-systémiques, travaux de restauration écologique...),Rédiger des rapports et des dossiers réglementaires,Assurer une veille active sur les réglementations et normes environnementales,Assurer des missions de concertation pour le compte de la maitrise d'ouvrage avec les riverains et les associations","[{'name': 'sans salariés', 'value': 30}, {'name': '1-9 salariés', 'value': 284}, {'name': '10-49 salariés', 'value': 331}, {'name': '50 salariés et plus', 'value': 319}, {'name': '250 salariés et plus', 'value': 297}, {'name': 'non renseigné', 'value': 76}]"
Coordination Projets,"Etudier la faisabilité économique du projet (détermination du coût global, évaluation des besoins, définition de l'équilibre financier de l'opération...),Evaluer économiquement les différents scénarii de programme en fonction des objectifs et des performances attendues,Etablir l'enveloppe budgétaire prévisionnelle ainsi que le phasage de financement ,Affiner les résultats pendant les phases amont du projet afin d'obtenir une estimation définitive des coûts de travaux,Elaborer et valider le dossier de consultation de concepteurs (DCC) ,Réaliser les métrés et proposer des solutions économiques et techniques qui répondent aux objectifs du projet et au cycle de vie de l'ouvrage ,Comparer les différentes options architecturales et techniques en vue d'optimiser les choix ,Participer à l'élaboration des cahiers des charges et des devis quantitatifs,Constituer ou vérifier les dossiers de consultation des entreprises (DCE).,Comparer, analyser et sélectionner les offres des entreprises à retenir,Suivre le programme en phase de réalisation et estimer les incidences financières liées à des évolutions de programme, aléas, imprévus... ,Mettre au point et vérifier les décomptes définitifs,Vérifier l'atteinte des objectifs techniques et économiques","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 20}, {'name': '10-49 salariés', 'value': 25}, {'name': '50 salariés et plus', 'value': 20}, {'name': '250 salariés et plus', 'value': 18}, {'name': 'non renseigné', 'value': 4}]"
Coordination Projets,"Recueillir des données et effectuer des études écologiques (études d'impact, diagnostics, inventaires, évaluation des incidences, prospection terrain…) afin de vérifier la compatibilité du projet avec les objectifs de conservation de l'environnement,Définir et déployer les politiques et procédures permettant d'intégrer l'ouvrage dans son environnement tout en minimisant son impact sur l'environnement,Veiller, dès la phase de conception, au respect des cadres légaux et réglementaires liés aux aspects écologiques et environnementaux ,Sensibiliser, former et conseiller les différents acteurs du projet sur la maîtrise de l'impact de leurs activités sur l'environnement (plans d'aménagement, entretien des services éco-systémiques, travaux de restauration écologique...),Rédiger des rapports et des dossiers réglementaires,Assurer une veille active sur les réglementations et normes environnementales,Assurer des missions de concertation pour le compte de la maitrise d'ouvrage avec les riverains et les associations","[{'name': 'sans salariés', 'value': 30}, {'name': '1-9 salariés', 'value': 284}, {'name': '10-49 salariés', 'value': 331}, {'name': '50 salariés et plus', 'value': 319}, {'name': '250 salariés et plus', 'value': 297}, {'name': 'non renseigné', 'value': 76}]"
Coordination Projets,"Etudier la faisabilité économique du projet (détermination du coût global, évaluation des besoins, définition de l'équilibre financier de l'opération...),Evaluer économiquement les différents scénarii de programme en fonction des objectifs et des performances attendues,Etablir l'enveloppe budgétaire prévisionnelle ainsi que le phasage de financement ,Affiner les résultats pendant les phases amont du projet afin d'obtenir une estimation définitive des coûts de travaux,Elaborer et valider le dossier de consultation de concepteurs (DCC) ,Réaliser les métrés et proposer des solutions économiques et techniques qui répondent aux objectifs du projet et au cycle de vie de l'ouvrage ,Comparer les différentes options architecturales et techniques en vue d'optimiser les choix ,Participer à l'élaboration des cahiers des charges et des devis quantitatifs,Constituer ou vérifier les dossiers de consultation des entreprises (DCE).,Comparer, analyser et sélectionner les offres des entreprises à retenir,Suivre le programme en phase de réalisation et estimer les incidences financières liées à des évolutions de programme, aléas, imprévus... ,Mettre au point et vérifier les décomptes définitifs,Vérifier l'atteinte des objectifs techniques et économiques","[{'name': 'sans salariés', 'value': 1}, {'name': '1-9 salariés', 'value': 20}, {'name': '10-49 salariés', 'value': 25}, {'name': '50 salariés et plus', 'value': 20}, {'name': '250 salariés et plus', 'value': 18}, {'name': 'non renseigné', 'value': 4}]"
Conception,"Auditer des applications, sites web ou logiciels existants,Analyser le besoin client,Participer à la conception des interfaces (charte graphique de l'applicatif, maquette, structure de l'interface...),Réaliser des études et des tests d'usage (entretien, observation...),Intervenir comme consultant sur les projets,Sensibiliser les collaborateurs aux problématiques d'ergonomie","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 94}, {'name': '10-49 salariés', 'value': 87}, {'name': '50 salariés et plus', 'value': 157}, {'name': '250 salariés et plus', 'value': 68}, {'name': 'non renseigné', 'value': 31}]"
Etudes Marketing et Opinion,"Identifier les personnes ciblées par l’enquête, administrer la phase de contact, et les informer sur la nature de l’étude,Administrer le questionnaire en guidant le répondant avec bienveillance et efficacité,Saisir les réponses pendant le déroulement de l’interview avec justesse ,Valider la bonne compréhension avec la personne des questions et des réponses tout en restant neutre ,Remonter au chef d'équipe et ou à l'écouteur tout problème intervenu lors de la passation d'une interview.,Avoir le souci de la productivité (prise en compte des conditions de réalisation de l’enquête, les délais, le temps moyen de passation)","[{'name': 'sans salariés', 'value': 59}, {'name': '1-9 salariés', 'value': 519}, {'name': '10-49 salariés', 'value': 1325}, {'name': '50 salariés et plus', 'value': 66}, {'name': '250 salariés et plus', 'value': 70}, {'name': 'non renseigné', 'value': 98}]"
Etudes Marketing et Opinion,"Identifier les personnes ciblées par l’enquête, administrer la phase de contact, et les informer sur la nature de l’étude,Administrer le questionnaire en guidant le répondant avec bienveillance et efficacité,Saisir les réponses pendant le déroulement de l’interview avec justesse ,Valider la bonne compréhension avec la personne des questions et des réponses tout en restant neutre ,Remonter au chef d'équipe et ou à l'écouteur tout problème intervenu lors de la passation d'une interview.,Avoir le souci de la productivité (prise en compte des conditions de réalisation de l’enquête, les délais, le temps moyen de passation)","[{'name': 'sans salariés', 'value': 59}, {'name': '1-9 salariés', 'value': 519}, {'name': '10-49 salariés', 'value': 1325}, {'name': '50 salariés et plus', 'value': 66}, {'name': '250 salariés et plus', 'value': 70}, {'name': 'non renseigné', 'value': 98}]"
Conception,"Auditer des applications, sites web ou logiciels existants,Analyser le besoin client,Participer à la conception des interfaces (charte graphique de l'applicatif, maquette, structure de l'interface...),Réaliser des études et des tests d'usage (entretien, observation...),Intervenir comme consultant sur les projets,Sensibiliser les collaborateurs aux problématiques d'ergonomie","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 94}, {'name': '10-49 salariés', 'value': 87}, {'name': '50 salariés et plus', 'value': 157}, {'name': '250 salariés et plus', 'value': 68}, {'name': 'non renseigné', 'value': 31}]"
Phase amont / Cadrage,"Analyser et interpréter l'ensemble des documents provenant des services afin d'établir la fiche de prix,Détecter et proposer les solutions les plus économiques en accord avec les obligations contractuelles,Vérifier et comparer les données existantes (benchmarking) pour limiter les risques et les incertitudes,Présenter la fiche de prix du projet et les estimations à l'ensemble des participants à l'offre,Apporter les précisions nécessaires aux clients","[{'name': '1-9 salariés', 'value': 7}, {'name': '10-49 salariés', 'value': 6}, {'name': '50 salariés et plus', 'value': 5}, {'name': '250 salariés et plus', 'value': 22}, {'name': 'non renseigné', 'value': 7}]"
Phase amont / Cadrage,"Analyser et interpréter l'ensemble des documents provenant des services afin d'établir la fiche de prix,Détecter et proposer les solutions les plus économiques en accord avec les obligations contractuelles,Vérifier et comparer les données existantes (benchmarking) pour limiter les risques et les incertitudes,Présenter la fiche de prix du projet et les estimations à l'ensemble des participants à l'offre,Apporter les précisions nécessaires aux clients","[{'name': '1-9 salariés', 'value': 7}, {'name': '10-49 salariés', 'value': 6}, {'name': '50 salariés et plus', 'value': 5}, {'name': '250 salariés et plus', 'value': 22}, {'name': 'non renseigné', 'value': 7}]"
Coordination Projets,"Analyser, conseiller, et faire des recommandations de façon à améliorer l'efficience et l'efficacité des solutions techniques mises en place,Travailler en collaboration avec les ingénieurs techniques et autres experts afin de rechercher et fournir des solutions,Identifier les risques et saisir les opportunités liés à son domaine de spécialité, les communiquer aux parties prenantes appropriées dans le projet et préconiser des plans d'action,Assurer la promotion des techniques nouvelles,Participer à l'élaboration et la révision de normes / documentation technique dans le cadre du projet,Animer des formations internes et externes ,Observer, analyser et conduire les évolutions technologiques et scientifiques dans son domaine d'intervention (veille technique et concurrentielle)","[{'name': 'sans salariés', 'value': 4}, {'name': '1-9 salariés', 'value': 117}, {'name': '10-49 salariés', 'value': 115}, {'name': '50 salariés et plus', 'value': 97}, {'name': '250 salariés et plus', 'value': 102}, {'name': 'non renseigné', 'value': 50}]"
